Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ08,OUT018,1487.14333
FDA35,OUT013,1487.536439
FDA51,OUT035,1487.812768
FDB34,OUT046,1487.995209
FDX37,OUT045,1488.194114
FDK57,OUT017,1488.927361
NCT29,OUT013,1489.169984
FDQ55,OUT017,1489.352106
NCP14,OUT045,1489.794178
FDR24,OUT046,1490.832455
FDP48,OUT010,1490.968146
NCO55,OUT035,1491.419463
FDI56,OUT049,1492.114205
FDQ55,OUT013,1492.437632
FDB32,OUT045,1492.479784
FDL04,OUT045,1492.508501
FDL14,OUT019,1492.554386
FDS01,OUT010,1493.015016
FDW59,OUT049,1493.527303
NCT54,OUT046,1493.553367
FDE35,OUT018,1493.564782
FDE02,OUT049,1494.152997
FDK44,OUT019,1494.512283
NCG30,OUT017,1494.712909
FDX57,OUT045,1496.413135
FDS46,OUT013,1497.998769
DRI11,OUT017,1498.314044
FDB12,OUT045,1498.443132
DRC25,OUT049,1498.893646
FDX28,OUT046,1499.460081
FDM03,OUT045,1501.686203
FDH46,OUT035,1501.905865
NCQ18,OUT046,1501.917195
FDB49,OUT035,1502.97891
FDS15,OUT035,1503.152459
FDD09,OUT010,1504.747169
DRK13,OUT010,1505.306956
FDF02,OUT045,1506.410517
FDK55,OUT046,1507.394734
FDU26,OUT013,1508.117144
FDV14,OUT046,1508.125336
FDL32,OUT035,1508.142042
FDU49,OUT046,1508.166803
FDK16,OUT046,1508.285006
FDR56,OUT010,1509.292578
FDL02,OUT045,1509.942393
FDY19,OUT017,1510.485772
FDZ14,OUT013,1512.024786
FDS51,OUT018,1512.153974
FDX01,OUT017,1513.613638
NCK53,OUT045,1513.794822
FDB14,OUT049,1513.805141
FDN46,OUT046,1514.238105
FDB09,OUT013,1514.685428
FDD36,OUT013,1514.843084
FDR24,OUT049,1515.265299
FDC48,OUT049,1515.53609
FDW33,OUT045,1515.931934
FDW14,OUT049,1516.116461
FDR13,OUT017,1517.336757
FDH38,OUT013,1517.418405
FDM44,OUT035,1518.156471
FDD57,OUT045,1518.306079
DRG11,OUT035,1518.555913
DRE13,OUT046,1518.796984
FDA52,OUT019,1518.951218
FDJ07,OUT013,1519.892666
FDH22,OUT017,1519.989087
FDZ60,OUT045,1520.6956
FDN48,OUT046,1521.102658
FDC32,OUT049,1521.854946
NCN26,OUT017,1521.908155
FDF58,OUT018,1521.968782
NCQ30,OUT013,1522.933369
FDN31,OUT010,1523.137424
FDU08,OUT045,1524.530824
FDT50,OUT046,1524.615031
FDV23,OUT017,1524.70876
FDF08,OUT049,1527.387677
NCS30,OUT013,1528.729155
FDY52,OUT018,1529.095728
FDW39,OUT010,1529.673478
NCJ30,OUT019,1530.575651
NCQ18,OUT049,1530.828068
FDD22,OUT035,1530.926886
FDU36,OUT045,1531.20955
FDX34,OUT017,1531.940451
FDH31,OUT045,1533.646648
FDA51,OUT045,1533.92612
FDA23,OUT045,1535.877112
FDE52,OUT046,1536.053776
FDB08,OUT019,1537.139679
FDQ48,OUT045,1538.668668
FDC09,OUT035,1538.752746
FDT01,OUT010,1539.438549
FDC26,OUT045,1541.141883
FDH02,OUT046,1541.320046
FDJ27,OUT046,1541.81179
FDG12,OUT013,1541.886691
FDE21,OUT017,1543.955895
FDG31,OUT018,1544.614978
NCF07,OUT045,1545.333868
FDD56,OUT019,1545.662946
NCX06,OUT010,1546.584974
NCM53,OUT035,1546.829597
NCG43,OUT049,1547.670059
NCM41,OUT046,1547.795699
NCO17,OUT013,1547.801694
NCS17,OUT046,1547.858565
NCN30,OUT045,1547.970628
FDR07,OUT046,1548.588011
FDN48,OUT049,1548.643483
FDQ27,OUT035,1548.869119
NCN41,OUT017,1550.16571
NCC31,OUT019,1551.202225
NCP54,OUT013,1551.333283
FDE39,OUT017,1551.553234
FDL45,OUT013,1553.002899
NCJ42,OUT035,1553.247257
FDY01,OUT045,1554.895208
FDA37,OUT013,1555.379235
FDC41,OUT018,1555.53806
FDI05,OUT018,1556.954938
FDZ37,OUT049,1557.235107
FDL38,OUT046,1557.562436
FDN12,OUT035,1558.808662
DRP35,OUT017,1559.5201
FDM09,OUT019,1559.854546
FDI58,OUT049,1561.900848
FDM58,OUT035,1561.920424
FDK15,OUT046,1562.442409
FDE36,OUT019,1563.195847
NCV54,OUT017,1564.414836
FDW47,OUT017,1565.778764
FDY04,OUT019,1566.287154
FDF59,OUT013,1566.711273
FDM32,OUT049,1568.434045
FDO58,OUT019,1569.246858
FDQ32,OUT017,1569.589737
FDQ32,OUT013,1569.934797
FDH24,OUT019,1570.365504
FDM56,OUT035,1571.080331
FDW08,OUT046,1571.288792
FDS58,OUT019,1572.090108
FDQ15,OUT018,1572.281006
FDB45,OUT035,1573.100934
FDK26,OUT010,1573.511518
FDR44,OUT013,1574.444149
NCL30,OUT013,1576.587251
FDI02,OUT045,1576.786173
FDD36,OUT017,1577.051002
FDO39,OUT019,1578.120104
FDE10,OUT013,1578.601263
FDK55,OUT049,1578.629907
NCZ05,OUT045,1578.676466
FDC53,OUT045,1579.697569
NCO30,OUT010,1580.393712
FDX28,OUT049,1582.884784
NCU41,OUT010,1582.91886
FDU32,OUT017,1583.44125
DRL47,OUT013,1583.641734
DRK01,OUT046,1584.078944
FDH46,OUT045,1584.29389
FDN32,OUT010,1586.388509
FDZ32,OUT035,1587.090787
FDB35,OUT049,1588.85946
FDN27,OUT017,1589.293315
FDI33,OUT049,1589.427326
DRC13,OUT013,1590.457369
FDE38,OUT019,1590.459956
NCS18,OUT035,1590.707596
FDJ36,OUT046,1591.718531
FDQ34,OUT049,1591.79452
FDF28,OUT013,1593.63975
DRH39,OUT018,1593.66552
FDZ52,OUT045,1594.070448
FDK27,OUT013,1594.561062
FDE52,OUT049,1594.823681
FDY08,OUT013,1595.435714
FDM34,OUT013,1596.115566
NCW05,OUT046,1596.776711
NCU17,OUT046,1596.93287
FDC21,OUT035,1599.46603
NCS38,OUT035,1600.451906
NCY06,OUT013,1600.622782
FDC03,OUT010,1603.267354
NCZ29,OUT017,1603.593459
FDC28,OUT035,1603.74257
FDB32,OUT046,1604.245402
FDF35,OUT046,1604.289346
DRB25,OUT045,1604.771858
FDH02,OUT049,1604.784556
NCP14,OUT046,1606.5318
DRO47,OUT045,1607.43517
FDE53,OUT035,1607.812806
FDA07,OUT017,1607.883547
FDU04,OUT013,1609.75443
FDZ28,OUT013,1610.355689
FDC37,OUT035,1610.952111
FDL38,OUT049,1611.702341
FDR07,OUT049,1611.900827
FDY03,OUT035,1612.126638
NCD43,OUT035,1614.293986
FDN28,OUT045,1614.32831
FDW21,OUT045,1614.921449
FDC38,OUT017,1615.584914
FDA37,OUT017,1615.653014
FDI44,OUT018,1616.039341
FDI04,OUT010,1616.361772
FDF44,OUT013,1616.495991
FDC57,OUT010,1616.764563
FDQ27,OUT045,1617.234798
FDK50,OUT019,1617.461448
FDN50,OUT046,1617.689731
NCN17,OUT045,1618.123839
NCH55,OUT013,1618.850888
FDD02,OUT017,1619.1941
NCI55,OUT017,1619.815814
FDD22,OUT045,1620.877181
FDZ10,OUT017,1620.972054
FDI36,OUT010,1620.993946
FDI40,OUT049,1622.653771
DRL47,OUT017,1625.417361
NCK06,OUT017,1625.751445
FDP21,OUT010,1625.840664
FDW36,OUT045,1626.577019
FDZ01,OUT045,1626.757221
NCN43,OUT017,1627.143401
FDF02,OUT046,1627.794815
FDY50,OUT049,1628.506928
FDU04,OUT017,1628.547134
NCG18,OUT045,1628.598227
NCQ02,OUT010,1629.035184
NCM19,OUT035,1629.214729
FDG41,OUT045,1629.678895
FDL44,OUT019,1629.903452
FDW04,OUT013,1629.922164
FDO33,OUT035,1630.905549
DRH59,OUT018,1632.521303
NCD30,OUT046,1633.219629
NCP41,OUT035,1633.522848
DRH13,OUT035,1636.342275
FDQ23,OUT045,1636.67196
FDT31,OUT010,1636.729033
FDO46,OUT010,1637.144077
FDW03,OUT045,1637.242148
NCD07,OUT035,1638.375343
NCM54,OUT017,1638.967968
FDU50,OUT035,1639.047631
FDV12,OUT046,1640.312445
FDM34,OUT017,1640.685671
FDY22,OUT013,1641.53461
FDH20,OUT046,1641.589254
FDZ46,OUT045,1641.82731
FDO33,OUT045,1643.055805
FDH04,OUT049,1643.519405
FDU48,OUT013,1644.398885
FDH32,OUT049,1644.554882
FDZ51,OUT046,1645.122821
FDX37,OUT046,1645.24398
NCM42,OUT035,1645.434597
FDD20,OUT013,1645.505122
FDW20,OUT017,1645.720085
NCY53,OUT035,1645.877153
FDA56,OUT017,1647.028872
FDL40,OUT046,1647.755869
FDW19,OUT035,1648.071085
FDM01,OUT045,1648.255977
NCO29,OUT019,1648.803486
FDW02,OUT017,1648.950252
FDV07,OUT035,1649.418432
DRN11,OUT013,1651.779543
FDM56,OUT045,1651.801785
FDC21,OUT045,1652.26877
FDI32,OUT046,1652.965532
NCH29,OUT046,1653.339452
FDX14,OUT018,1653.873181
FDY47,OUT017,1654.158343
FDA11,OUT049,1654.58129
FDB32,OUT049,1655.248515
FDO24,OUT019,1655.367492
FDP20,OUT017,1656.429558
DRH36,OUT018,1656.793144
FDV56,OUT035,1657.028812
FDT44,OUT035,1657.517014
FDU35,OUT049,1658.009233
FDP51,OUT035,1658.085147
FDA28,OUT013,1658.657589
FDK41,OUT018,1658.894105
FDC37,OUT045,1659.122795
FDX57,OUT049,1659.20117
NCY53,OUT045,1659.701316
FDH57,OUT013,1660.119424
NCL30,OUT017,1660.282674
FDZ60,OUT046,1660.816512
FDS19,OUT018,1661.973812
FDK48,OUT018,1662.795222
FDR02,OUT035,1662.797848
FDK56,OUT019,1664.498962
DRO59,OUT018,1665.080684
NCP14,OUT049,1668.20116
FDZ08,OUT018,1669.100657
DRN36,OUT049,1669.145131
FDW04,OUT017,1673.042404
NCG42,OUT013,1673.050922
FDS07,OUT045,1673.511005
FDW10,OUT019,1675.006468
FDZ02,OUT049,1676.806673
FDV50,OUT035,1677.355448
FDE09,OUT035,1677.394635
FDQ60,OUT035,1678.119544
FDM01,OUT049,1678.352596
NCV18,OUT018,1679.139731
FDW58,OUT045,1679.771324
FDD20,OUT017,1680.051665
NCN30,OUT049,1681.155205
FDZ02,OUT046,1681.886958
FDA19,OUT017,1682.885646
FDO01,OUT013,1682.991363
FDU08,OUT046,1683.013416
FDJ40,OUT045,1683.0821
FDY10,OUT035,1683.325551
DRG01,OUT018,1684.650794
FDN52,OUT018,1686.458694
FDV36,OUT013,1687.460147
DRF48,OUT010,1688.395647
NCV42,OUT035,1688.787154
FDF44,OUT017,1689.174024
FDD45,OUT049,1690.79648
FDN08,OUT035,1691.821225
FDI53,OUT019,1692.157439
NCA18,OUT035,1692.575399
DRJ47,OUT019,1693.09172
NCD30,OUT049,1693.554409
FDY01,OUT046,1693.636224
NCQ43,OUT035,1693.672197
FDD16,OUT018,1695.40544
NCP41,OUT045,1695.767877
FDT47,OUT046,1695.969123
NCG42,OUT017,1696.11744
NCZ05,OUT046,1696.78969
FDX23,OUT049,1697.406808
NCK18,OUT019,1698.454265
FDT51,OUT035,1698.86348
NCM29,OUT013,1699.002751
FDS25,OUT049,1699.012024
FDC56,OUT045,1699.958532
FDX24,OUT049,1700.35774
NCV17,OUT013,1701.209096
NCM42,OUT045,1701.406495
NCW17,OUT017,1702.944073
FDW07,OUT018,1703.90134
FDM51,OUT046,1704.019339
FDK57,OUT035,1705.44657
FDT14,OUT045,1705.927298
FDM03,OUT049,1706.568861
FDP32,OUT013,1707.727676
NCV41,OUT035,1707.815858
FDP24,OUT035,1708.100213
FDP37,OUT035,1708.641385
FDV40,OUT018,1708.908062
NCN07,OUT017,1710.664098
DRZ11,OUT035,1711.573511
FDR22,OUT035,1711.575974
FDE14,OUT046,1712.006809
FDU47,OUT013,1712.80193
FDS12,OUT045,1712.910601
FDK16,OUT049,1713.304173
NCV42,OUT045,1713.611574
FDH12,OUT046,1714.355764
FDW40,OUT013,1714.380965
NCN18,OUT046,1715.648604
FDD40,OUT010,1715.734161
FDJ10,OUT017,1716.554749
FDQ60,OUT045,1716.658998
FDV21,OUT045,1716.990919
FDM44,OUT046,1717.045719
NCN17,OUT049,1717.760183
FDF29,OUT017,1718.511709
FDY19,OUT035,1718.831289
FDD48,OUT035,1719.141488
NCF54,OUT019,1720.053097
FDD58,OUT049,1720.749552
FDB20,OUT018,1722.978082
FDA25,OUT049,1723.448439
NCK54,OUT035,1723.643875
NCO41,OUT049,1724.187751
NCH29,OUT049,1724.551422
NCG55,OUT035,1724.603597
FDL43,OUT018,1724.770072
DRZ24,OUT035,1724.967453
FDU45,OUT035,1725.59272
FDY36,OUT018,1726.691294
FDZ48,OUT035,1727.348574
FDM25,OUT019,1727.355434
FDC22,OUT019,1727.602468
FDD59,OUT018,1727.726011
FDO01,OUT017,1728.080814
FDR21,OUT019,1728.25837
NCA29,OUT019,1728.468946
FDD02,OUT035,1730.102882
FDN02,OUT010,1730.409426
FDL40,OUT049,1731.483001
FDR13,OUT035,1731.782814
FDM14,OUT045,1731.811197
NCO55,OUT046,1732.322482
DRD27,OUT046,1733.289209
FDG46,OUT035,1734.866618
NCO43,OUT049,1736.044868
FDP40,OUT045,1736.711967
FDE24,OUT013,1736.900214
FDK02,OUT045,1737.511648
FDU08,OUT049,1738.676599
FDL32,OUT046,1739.69417
FDF10,OUT017,1740.850223
FDU45,OUT045,1741.060919
DRB25,OUT046,1741.605854
FDC09,OUT046,1743.870673
FDM57,OUT018,1744.469865
NCV06,OUT010,1744.598711
FDS47,OUT018,1744.60644
NCI17,OUT049,1745.222707
FDV50,OUT045,1745.423703
FDE33,OUT018,1746.446135
FDM56,OUT046,1749.718694
FDX32,OUT013,1750.649471
DRG11,OUT049,1751.145731
DRO35,OUT035,1751.718611
FDT51,OUT045,1751.787897
FDW36,OUT046,1752.470003
FDU22,OUT045,1752.48588
DRE48,OUT010,1753.409756
FDL03,OUT010,1754.287489
FDO44,OUT046,1754.619239
NCG18,OUT046,1755.930047
DRC36,OUT019,1756.23325
FDS08,OUT019,1756.614264
NCG30,OUT035,1756.699571
FDE58,OUT035,1756.878263
NCD07,OUT045,1758.07249
FDI14,OUT013,1758.973079
NCZ05,OUT049,1760.154733
FDA51,OUT049,1760.637534
FDE21,OUT035,1761.45769
FDG41,OUT046,1761.867207
FDC60,OUT018,1762.69505
FDT09,OUT013,1765.055509
FDJ20,OUT035,1766.789123
FDM46,OUT018,1768.116555
NCT18,OUT019,1768.909762
FDB53,OUT013,1770.665337
FDW37,OUT018,1770.890902
FDJ14,OUT018,1771.139502
FDS46,OUT035,1771.435988
FDZ32,OUT046,1771.966675
FDP59,OUT049,1772.598806
FDW47,OUT035,1772.617661
FDL46,OUT045,1772.792635
NCB19,OUT018,1772.950343
FDP57,OUT049,1773.009815
FDQ23,OUT046,1773.349868
DRB25,OUT049,1773.805026
FDS45,OUT046,1774.024447
FDD36,OUT035,1774.297858
FDQ23,OUT049,1774.532999
FDJ07,OUT035,1774.684632
NCO17,OUT045,1774.778192
FDX43,OUT019,1775.078045
NCL17,OUT013,1775.123992
FDE58,OUT045,1775.397134
FDM58,OUT045,1776.267427
FDJ34,OUT035,1776.825536
FDZ46,OUT046,1777.103353
FDG21,OUT013,1777.438544
FDQ48,OUT049,1777.604133
FDP51,OUT045,1777.668951
FDW21,OUT049,1777.676003
FDS07,OUT035,1777.75162
NCK29,OUT045,1778.6428
FDZ49,OUT010,1779.241326
FDC10,OUT045,1779.916366
FDZ14,OUT035,1782.348072
NCS05,OUT017,1782.462176
FDW09,OUT018,1782.863074
DRH51,OUT018,1784.472415
FDC53,OUT049,1784.48765
FDK57,OUT045,1784.572878
FDO33,OUT046,1784.629154
NCO55,OUT049,1784.7024
FDC29,OUT045,1786.712418
FDT60,OUT035,1786.966442
FDI02,OUT049,1787.889108
FDC37,OUT046,1788.045776
FDP07,OUT010,1789.064092
FDI12,OUT018,1789.352301
FDV12,OUT049,1789.420571
FDU16,OUT018,1789.668916
FDA40,OUT018,1789.830849
NCG55,OUT045,1789.875097
FDL39,OUT019,1790.360014
FDR13,OUT045,1790.866766
FDY48,OUT049,1790.968338
FDS46,OUT045,1791.529916
FDB59,OUT010,1791.888342
FDD22,OUT046,1793.622107
FDH22,OUT045,1794.187697
NCG18,OUT049,1794.480144
FDO28,OUT045,1794.602743
NCD43,OUT046,1795.094085
FDS52,OUT049,1797.319409
FDS59,OUT046,1798.66075
FDW40,OUT017,1799.00851
NCT29,OUT035,1799.951485
FDI45,OUT019,1800.231684
FDR16,OUT010,1800.278399
FDZ22,OUT018,1800.712178
NCM31,OUT013,1801.851517
FDJ56,OUT018,1802.318538
FDC21,OUT046,1803.021776
FDM39,OUT019,1803.872374
NCQ38,OUT046,1804.277456
FDQ59,OUT018,1805.689018
FDQ16,OUT046,1807.274713
FDZ50,OUT019,1807.420588
DRL23,OUT046,1808.381258
DRK39,OUT018,1808.464625
NCP41,OUT046,1809.065123
FDA49,OUT018,1809.513259
FDN12,OUT049,1810.088069
FDE41,OUT018,1811.138761
FDC48,OUT018,1811.488105
FDD21,OUT045,1811.830424
FDQ46,OUT049,1812.539207
FDB04,OUT018,1813.009491
FDC15,OUT013,1813.383528
FDZ39,OUT049,1814.965399
FDJ40,OUT046,1815.176717
FDR40,OUT018,1815.711221
FDU24,OUT018,1816.593799
FDY15,OUT013,1816.692707
FDV56,OUT046,1817.004084
FDZ12,OUT017,1818.007691
NCN41,OUT035,1819.334429
FDJ07,OUT045,1819.811812
FDZ44,OUT045,1820.512366
NCF30,OUT045,1820.743393
FDM56,OUT049,1820.835547
FDD05,OUT035,1821.6412
NCD43,OUT049,1822.765214
NCQ30,OUT035,1824.412754
FDA35,OUT035,1824.794603
FDS32,OUT013,1825.455093
FDB47,OUT010,1826.644299
FDN57,OUT013,1827.123221
FDV52,OUT035,1827.931835
FDJ53,OUT045,1828.915159
FDN27,OUT045,1828.991722
FDE53,OUT049,1829.675258
NCM42,OUT046,1830.313662
NCO18,OUT019,1830.651774
FDN33,OUT018,1831.165381
FDF46,OUT046,1831.25177
FDA35,OUT045,1832.409259
FDW25,OUT018,1832.698998
FDS45,OUT049,1832.795392
NCI29,OUT013,1833.432442
FDG12,OUT035,1834.05042
DRL49,OUT013,1834.15062
FDW58,OUT046,1835.554793
FDS07,OUT049,1836.341595
FDJ33,OUT045,1837.528759
NCS41,OUT019,1837.588193
FDN57,OUT017,1837.590905
FDZ23,OUT019,1838.443068
FDZ32,OUT049,1838.498547
NCX05,OUT046,1839.518668
FDO44,OUT049,1839.70119
FDH41,OUT010,1841.19243
FDP20,OUT035,1841.466393
FDA14,OUT013,1843.509652
FDP46,OUT018,1843.541624
FDX50,OUT049,1844.055799
NCV42,OUT046,1844.086297
FDC33,OUT010,1844.748298
FDA56,OUT035,1845.707269
DRH13,OUT049,1845.759389
FDA10,OUT046,1845.820844
FDD36,OUT045,1845.864373
NCZ29,OUT035,1846.488691
FDU26,OUT045,1846.817788
FDV14,OUT018,1847.11694
DRE27,OUT018,1847.149803
FDT44,OUT046,1848.599036
DRC49,OUT013,1848.794871
FDC28,OUT049,1848.872847
FDH47,OUT018,1850.054764
FDJ26,OUT010,1854.907834
FDQ33,OUT013,1855.282577
FDQ21,OUT035,1855.454048
FDW27,OUT013,1855.853765
FDS34,OUT046,1855.893249
FDJ34,OUT045,1859.014667
FDE10,OUT035,1861.332171
FDZ10,OUT035,1862.041083
NCX05,OUT049,1862.303625
FDF28,OUT035,1862.416962
FDB16,OUT018,1862.758378
FDU50,OUT046,1862.831152
FDD20,OUT035,1863.281857
FDS59,OUT049,1863.620496
FDZ58,OUT045,1864.317516
FDF33,OUT049,1864.713693
FDV35,OUT013,1864.928022
FDF33,OUT046,1865.079385
FDE26,OUT017,1867.387394
FDY03,OUT049,1868.091282
NCB54,OUT035,1868.597621
FDH38,OUT045,1868.730987
FDW59,OUT018,1868.854409
NCN41,OUT045,1868.988469
NCF18,OUT019,1869.400179
FDQ32,OUT045,1869.696266
FDP26,OUT049,1870.19924
FDQ60,OUT046,1870.756284
NCC42,OUT017,1870.981836
FDN15,OUT017,1871.610869
FDQ09,OUT046,1871.772504
NCJ06,OUT045,1872.146938
FDN13,OUT018,1872.386476
NCN43,OUT035,1874.062061
FDY08,OUT035,1874.963688
DRE13,OUT018,1875.030392
FDA37,OUT045,1875.336689
NCY30,OUT019,1875.458928
FDV55,OUT013,1876.301818
FDP32,OUT045,1877.485747
FDN23,OUT017,1877.982162
FDC32,OUT018,1878.162409
FDZ14,OUT045,1878.723214
FDC21,OUT049,1878.881506
FDS12,OUT046,1879.687072
FDJ40,OUT049,1880.121293
FDH26,OUT017,1880.420475
NCY06,OUT035,1881.828587
FDG34,OUT049,1882.488497
FDD46,OUT017,1882.723058
FDZ36,OUT019,1884.074804
FDK20,OUT035,1884.302324
NCH55,OUT035,1884.518044
FDV56,OUT049,1885.158083
FDM12,OUT019,1885.64992
NCP54,OUT045,1886.956948
FDQ44,OUT045,1887.957499
FDV24,OUT013,1888.769906
NCY53,OUT049,1889.440207
DRK13,OUT019,1889.851979
FDC34,OUT017,1890.013964
DRC49,OUT017,1890.273754
FDR24,OUT018,1891.967399
NCS38,OUT049,1892.180585
FDN08,OUT046,1892.248695
FDB29,OUT046,1892.672689
DRB01,OUT019,1892.777077
FDT14,OUT049,1893.689125
FDF28,OUT045,1895.000839
FDG46,OUT046,1896.392419
FDI58,OUT018,1896.535868
FDU11,OUT046,1897.362375
FDT51,OUT046,1897.75925
FDJ12,OUT010,1898.704682
FDZ28,OUT035,1899.356096
FDE08,OUT013,1900.299835
FDU22,OUT046,1900.300175
FDQ13,OUT018,1900.587065
FDP48,OUT019,1900.62281
FDE47,OUT045,1900.669138
FDA19,OUT035,1900.709672
FDW58,OUT049,1901.685003
NCG55,OUT046,1901.69523
FDV36,OUT035,1901.895268
FDS12,OUT049,1902.266824
FDX36,OUT010,1902.447037
FDN08,OUT049,1902.602532
FDB09,OUT045,1903.130799
FDW20,OUT045,1903.653833
DRI11,OUT046,1903.921242
FDN45,OUT010,1904.217113
FDE09,OUT046,1904.309076
FDM14,OUT049,1905.469166
FDW02,OUT035,1905.519408
NCC06,OUT035,1905.677797
NCQ42,OUT035,1906.037147
FDV21,OUT049,1906.344679
NCP41,OUT049,1906.791078
FDF21,OUT019,1906.945257
NCS42,OUT018,1907.467333
FDH56,OUT046,1907.986342
FDO24,OUT017,1908.675626
FDD48,OUT046,1908.690313
FDK43,OUT035,1908.693425
FDU32,OUT045,1909.884846
NCE07,OUT013,1910.671733
FDR27,OUT035,1910.83454
FDA50,OUT018,1910.95767
FDY37,OUT017,1911.511962
NCU29,OUT013,1912.621191
FDG34,OUT046,1913.00044
FDQ47,OUT027,1913.42141
FDC10,OUT046,1913.648665
FDA14,OUT017,1914.570269
FDK27,OUT045,1914.745247
FDK38,OUT013,1915.515495
FDY60,OUT013,1915.942441
FDZ37,OUT018,1916.998449
NCL19,OUT017,1917.406753
DRG48,OUT013,1917.598062
FDP37,OUT046,1918.391836
FDU46,OUT018,1918.416067
FDW04,OUT035,1918.915592
FDV55,OUT017,1919.452662
FDR47,OUT019,1919.538714
FDE58,OUT046,1919.954645
FDM40,OUT035,1920.441587
FDO28,OUT046,1922.105888
NCM54,OUT045,1923.533559
FDH16,OUT018,1923.760337
NCO42,OUT013,1923.846643
DRE25,OUT018,1924.123896
NCM19,OUT049,1924.185278
DRZ11,OUT046,1924.447391
FDO56,OUT046,1924.897949
FDM27,OUT017,1924.900101
FDH22,OUT046,1925.02674
FDC56,OUT049,1925.078172
FDF59,OUT045,1925.509886
FDP34,OUT013,1926.197501
FDV07,OUT046,1926.799418
FDJ36,OUT018,1927.012114
DRN47,OUT019,1927.24589
NCR17,OUT046,1927.270666
FDM52,OUT013,1927.332756
NCQ18,OUT018,1927.456782
NCQ42,OUT045,1927.7182
NCH43,OUT010,1928.354839
FDI33,OUT018,1928.915139
NCX53,OUT017,1930.464792
FDV35,OUT017,1930.617848
FDQ37,OUT019,1930.797177
FDW56,OUT019,1930.880432
FDA28,OUT045,1931.090975
FDV24,OUT017,1931.385067
FDU04,OUT045,1931.512047
FDQ60,OUT049,1932.42808
FDJ20,OUT046,1932.963493
FDV20,OUT045,1933.056717
FDA03,OUT017,1933.397102
FDB22,OUT013,1933.772216
FDJ02,OUT013,1934.052627
FDO01,OUT035,1934.662823
DRF51,OUT027,1935.532508
FDT51,OUT049,1936.34146
FDK57,OUT046,1937.012357
FDU57,OUT017,1938.646773
FDL22,OUT018,1940.40429
FDL50,OUT045,1941.198576
FDA26,OUT010,1941.383882
FDQ14,OUT013,1941.683374
FDZ51,OUT018,1941.976924
FDD20,OUT045,1942.634421
FDU26,OUT046,1943.082131
NCB54,OUT045,1943.168414
FDE21,OUT046,1943.224925
FDI52,OUT046,1943.268017
FDM24,OUT013,1945.463617
FDA33,OUT013,1946.236799
FDU47,OUT035,1947.246163
FDR31,OUT017,1947.818233
FDS37,OUT046,1948.496887
FDY19,OUT046,1948.852899
NCM06,OUT013,1949.590485
FDG14,OUT013,1950.24862
FDM34,OUT045,1950.262421
FDX22,OUT010,1950.325163
FDX15,OUT017,1951.172288
FDV23,OUT046,1951.246249
FDQ57,OUT013,1951.837738
NCL30,OUT045,1952.619767
NCJ31,OUT010,1952.940885
FDV04,OUT017,1954.02659
FDC05,OUT019,1954.060383
FDV01,OUT013,1954.732414
FDG09,OUT019,1955.215922
FDP34,OUT017,1955.980998
FDK45,OUT049,1956.638217
FDR19,OUT035,1957.361648
FDN27,OUT046,1957.937936
FDG58,OUT013,1958.514225
DRJ37,OUT013,1958.881762
FDW16,OUT018,1959.82833
FDN10,OUT046,1959.894116
FDP51,OUT049,1960.726007
FDP09,OUT010,1961.386068
FDR13,OUT046,1961.808521
DRN36,OUT018,1961.83551
NCL29,OUT013,1961.971551
FDE52,OUT018,1962.353767
NCN43,OUT045,1964.365116
FDQ36,OUT027,1965.173836
NCK54,OUT046,1966.123601
NCP18,OUT013,1966.378203
FDE39,OUT046,1966.517907
NCU29,OUT017,1966.998464
DRG23,OUT017,1967.868973
FDP01,OUT013,1967.889118
FDJ15,OUT019,1968.398906
DRN11,OUT035,1968.679276
NCT42,OUT013,1968.795859
NCA18,OUT049,1968.838121
FDH44,OUT013,1968.89236
NCN18,OUT049,1970.99202
NCY42,OUT017,1971.207611
NCP06,OUT013,1971.280508
FDR11,OUT017,1971.732029
FDM40,OUT045,1972.80009
FDB22,OUT017,1973.183026
FDL15,OUT013,1973.554907
FDM45,OUT049,1974.310071
FDZ47,OUT018,1975.340258
FDA02,OUT017,1975.590888
FDU07,OUT017,1976.428901
FDQ55,OUT046,1977.261908
FDW15,OUT017,1977.541417
FDJ33,OUT046,1977.541849
FDP10,OUT018,1979.126678
FDF35,OUT018,1979.879819
DRI47,OUT017,1979.903685
FDD48,OUT049,1979.913775
FDO40,OUT013,1980.469682
FDO56,OUT049,1980.514084
NCB42,OUT046,1981.008711
DRG48,OUT017,1981.437436
NCW29,OUT035,1982.169001
FDX01,OUT046,1984.506604
FDB44,OUT010,1985.811858
DRI23,OUT013,1985.842098
FDG05,OUT013,1987.081989
FDX16,OUT017,1987.455676
FDD36,OUT046,1988.758124
FDQ14,OUT017,1989.429957
FDN10,OUT049,1990.598647
FDU11,OUT049,1991.771348
FDT11,OUT019,1992.207573
FDK57,OUT049,1992.534459
FDA43,OUT019,1992.564856
FDT03,OUT019,1992.788793
FDK32,OUT013,1994.008677
FDY33,OUT013,1994.541666
FDI53,OUT013,1994.551221
NCJ06,OUT046,1994.848958
FDJ38,OUT019,1995.484552
FDB40,OUT017,1997.858582
FDL26,OUT013,1998.50548
FDU35,OUT018,1998.834673
NCN26,OUT049,2000.244077
NCW05,OUT018,2001.987386
